title;price;discount;developer;publisher;tags;release_date;valoration;reviews;stock;descarga;f2p
Parvaneh: Legacy of the Light's Guardians;1.00€;-90%;Bearded Bird Game Studio;KPL;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];27 agosto 2016;;0;En stock;Descarga digital;False
Panzer Corps;1.15€;-95%;The Lordz Games Studio;Slitherine Ltd.;['Un solo jugador', 'Estrategia'];10 julio 2011;10;1;Fuera de stock;;False
GRID;4.02€;-80%;Codemasters;Codemasters;['Un solo jugador', 'Acción', 'Carreras', 'Simulación', 'Deporte'];10 octubre 2019;6;22;En stock;Descarga digital;False
Pan-Pan;9.33€;-52%;Spelkraft;Might and Delight;['Un solo jugador', 'Aventura', 'Indies'];25 agosto 2016;;0;Fuera de stock;;False
Woolfe: The Redhood Diaries;1.23€;-88%;GRIN;Rebellion;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];17 marzo 2015;7;8;Fuera de stock;;False
One Hundred Ways;1.00€;-88%;Sunlight Games;Sunlight Games;['Un solo jugador', 'Indies', 'Estrategia'];23 octubre 2015;;0;Fuera de stock;;False
On My Own;3.08€;-53%;Close Studios;Beach Interactive;['Un solo jugador', 'Aventura', 'Indies', 'Simulación', 'Estrategia'];26 febrero 2016;;0;Fuera de stock;;False
Of Mice and Sand - Revised;1.97€;-80%;Arc System Works;Arc System Works;['Un solo jugador', 'Simulación', 'Estrategia'];28 marzo 2018;;0;En stock;Descarga digital;False
Obduction;9.23€;-69%;Cyan Inc.;Cyan Inc.;['Un solo jugador', 'Aventura', 'Indies'];24 agosto 2016;;0;Fuera de stock;;False
Next Up Heroe;3.73€;-81%;Digital Continue;Aspyr;['Un solo jugador', 'Acción', 'RPG'];11 enero 2018;;0;En stock;Descarga digital;False
Re:Legend;4.42€;-82%;Magnus Games Studio;505 Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación'];30 agosto 2019;2;1;Fuera de stock;;False
Dungeons 3: Famous Last Words;2.46€;-51%;Realmforge Studios;Kalypso Media Digital;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];17 mayo 2019;;0;En stock;Descarga digital;False
Delivery From the Pain;4.25€;-45%;DigiPotato Studio;DigiPotato Studio;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación', 'Estrategia'];12 junio 2019;;0;Fuera de stock;;False
Surviving Mars First Colony Edition;6.87€;-77%;Abstraction;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia'];15 marzo 2018;9;47;Fuera de stock;;False
Remnant: From the Ashes;16.41€;-59%;Gunfire Games;Perfect World Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'RPG', '\nGeForce Now\n'];20 agosto 2019;9;26;Fuera de stock;;False
Mineko's Night Market;;;Meowza Games;Humble Games;['Un solo jugador', 'Aventura', 'Indies', 'Simulación'];26 septiembre 2023;;;;;False
Alaloth - Champions of The Four Kingdoms;;;Gamera Interactive;Gamera Interactive;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Estrategia', 'Early Access', '\nGeForce Now\n'];30 junio 2022;;0;Fuera de stock;;False
EITR;;;Eneme Entertainment;Devolver Digital;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];2023;;;;;False
Truck Driver;19.89€;-34%;SOEDESCO;SOEDESCO;['Un solo jugador', 'Aventura', 'Simulación'];27 mayo 2021;;0;Fuera de stock;;False
Emergency 5 (Deluxe Edition) - Europe;16.93€;-40%;;;['Gestión', 'Simulación', 'Estrategia', 'Cooperación'];14 noviembre 2014;8;4;Fuera de stock;;False
Myths Of Orion: Light From The North;5.85€;-60%;Cateia Games;Cateia Games;['Un solo jugador', 'Aventura', 'Indies'];3 diciembre 2014;;0;Fuera de stock;;False
Jump King;9.99€;-23%;Nexile;Nexile;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];3 mayo 2019;;0;Fuera de stock;;False
F1 2014;5.59€;-2%;Codemasters;Codemasters;['Un solo jugador', 'Carreras', 'Deporte'];17 octubre 2014;8;22;Fuera de stock;;False
Fromto: Toy Cars in Hell;1.00€;-83%;Studio Erikson;Headup;['Un solo jugador', 'Indies', 'Carreras', 'Simulación'];3 septiembre 2020;;0;En stock;Descarga digital;False
Kotodama: The 7 Mysteries of Fujisawa;16.47€;-34%;Art Co. Ltd;PQube;['Un solo jugador', 'Aventura'];31 mayo 2019;;0;En stock;Descarga digital;False
Mystery Maze of Balthasar Castle;3.69€;-26%;DevQ1;Libredia;['Un solo jugador', 'Aventura'];10 julio 2015;;0;En stock;Descarga digital;False
My Big Sister;1.24€;-79%;Stranga;GrabTheGames;['Un solo jugador', 'Aventura', 'Indies'];9 noviembre 2018;;0;En stock;Descarga digital;False
Crazy Chicken Tales;2.32€;;Coreplay;Libredia;['Un solo jugador'];13 septiembre 2010;;0;Fuera de stock;;False
ChromaGun;3.00€;-77%;Pixel Maniacs;Pixel Maniacs;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];16 febrero 2016;;0;En stock;Descarga digital;False
Monster Truck Destruction;2.85€;-43%;ODD Games;ODD Games;['Un solo jugador', 'Acción', 'Carreras'];10 julio 2015;;0;En stock;Descarga digital;False
Mind Unleashed;1.00€;-67%;Frost Earth Studio;IV Productions;['Un solo jugador', 'Acción', 'Indies'];5 mayo 2016;;0;En stock;Descarga digital;False
Meridian: New World;1.26€;-82%;Elder Games;Headup;['Un solo jugador', 'Indies', 'Estrategia'];4 abril 2014;;0;En stock;Descarga digital;False
Pax Nova;2.66€;-89%;Grey Wolf Entertainment;Iceberg Interactive;['Un solo jugador', 'Indies', 'Estrategia', '\nGeForce Now\n'];28 abril 2020;;0;Fuera de stock;;False
Wars Across The World;3.00€;-70%;Strategiae;Avalon Digital;['Un solo jugador', 'Indies', 'Estrategia'];4 mayo 2017;;0;En stock;Descarga digital;False
MudRunner - American Wilds Expansion;6.99€;-30%;Saber Interactive;Focus Entertainment;['Un solo jugador', 'Simulación', '\nDLC\n'];23 octubre 2018;;0;En stock;Descarga digital;False
Medieval Battledfields Black Edition;3.68€;-47%;Cateia Games;Cateia Games;['Un solo jugador', 'Indies', 'Estrategia'];2 junio 2016;;0;En stock;Descarga digital;False
Martial Arts: Capoeira;1.00€;-67%;Twelve Games;Libredia;['Un solo jugador', 'Deporte'];12 junio 2014;;0;Fuera de stock;;False
March of The Eagles;3.73€;-81%;Paradox Development Studio;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia'];18 febrero 2013;;0;En stock;Descarga digital;False
Project Cars: Digital Edition;12.00€;-40%;Slightly Mad Studios;Slightly Mad Studios;['Un solo jugador', 'Carreras', 'Simulación', 'Deporte'];7 mayo 2015;9;166;Fuera de stock;;False
Mainlining;3.46€;-68%;Rebelephant;Merge Games;['Un solo jugador', 'Aventura', 'Indies', 'Simulación'];26 enero 2017;;0;En stock;Descarga digital;False
Lumini Deluxe Edition;9.53€;-27%;Speelbaars;2Awesome Studio;['Un solo jugador', 'Aventura', 'Indies'];3 septiembre 2015;;0;Fuera de stock;;False
Surviving Mars: Green Planet;1.02€;-95%;Haemimont Games;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];16 mayo 2019;9;3;Fuera de stock;;False
Bubsy: Paws on Fire!;15.58€;-26%;Choice Provisions;Accolade;['Un solo jugador', 'Acción', 'Aventura'];16 mayo 2019;;0;En stock;Descarga digital;False
Lucidity - Europe;1.50€;-70%;LucasArts;Lucasfilm;['Un solo jugador'];7 octubre 2009;;0;En stock;Descarga digital;False
M.U.D TV;2.44€;-76%;Realmforge Studios;Kalypso Media Digital;['Un solo jugador', 'Simulación', 'Estrategia'];19 abril 2010;;0;En stock;Descarga digital;False
Machines At War 3;4.66€;-69%;Isotope 244 LLC;Isotope 244 LLC;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];23 julio 2014;;0;Fuera de stock;;False
Lords of Football Royal Edition;5.86€;-70%;Geniaware Srl;Fish Eagle;['Un solo jugador', 'Indies', 'Simulación', 'Deporte', 'Estrategia'];5 abril 2013;;0;Fuera de stock;;False
Arma 3 Creator DLC: Global Mobilization - Cold War Germany;19.63€;-2%;Vertexmacht;Bohemia Interactive;['Un solo jugador', 'Acción', 'Simulación', 'Estrategia', '\nDLC\n'];29 abril 2019;;0;Fuera de stock;;False
Oxygen Not Included;18.34€;-20%;Klei Entertainment;Klei Entertainment;['Un solo jugador', 'Indies', 'Simulación', '\nGeForce Now\n'];30 julio 2019;10;1;Fuera de stock;;False
Dollhouse;9.68€;-52%;Creazn Studio;SOEDESCO;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];24 mayo 2019;;0;En stock;Descarga digital;False
Buildings Have Feelings Too!;11.87€;-41%;Blackstaff Games;Maple Whispering Limited;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia'];22 abril 2021;;0;En stock;Descarga digital;False
Final Assault;;;Phaser Lock Interactive;Phaser Lock Interactive;['Un solo jugador', 'Estrategia'];16 mayo 2019;;0;Fuera de stock;;False
Slipstream;1.52€;-84%;ansdor;ansdor;['Un solo jugador', 'Indies', 'Carreras'];21 mayo 2018;7;4;Fuera de stock;;False
Dandara;1.18€;-92%;Long Hat House;Raw Fury;['Un solo jugador', 'Acción', 'Indies'];6 febrero 2018;7;2;Fuera de stock;;False
Full Metal Furies;6.87€;-58%;Cellar Door Games;Cellar Door Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];17 enero 2018;9;1;Fuera de stock;;False
Black Paradox;6.00€;-52%;Fantastico Studio;Digerati;['Un solo jugador', 'Acción', 'Indies'];27 julio 2018;;0;En stock;Descarga digital;False
Lost Ember;7.48€;-75%;Mooneye Studios;Mooneye Studios;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];22 noviembre 2019;;0;Fuera de stock;;False
Necrobarista;11.25€;-33%;Route 59;Coconut Island Games;['Un solo jugador', 'Indies'];22 julio 2020;;0;Fuera de stock;;False
Legend of Dungeon;2.99€;-70%;Robot Loves Kitty;Robot Loves Kitty;['Un solo jugador', 'Acción', 'Indies', 'RPG'];13 septiembre 2013;;0;Fuera de stock;;False
Layers of Fear: Inheritance;2.99€;-40%;Bloober Team SA;Aspyr;['Un solo jugador', 'Aventura', 'Indies', '\nDLC\n'];2 agosto 2016;9;1;Fuera de stock;;False
Laser League;;;CE-Asia;CE-Asia;['Acción', 'Arcade', 'Cooperación', 'Early Access', 'Free to Play', 'Indies', 'Deporte', 'Estrategia'];10 mayo 2018;8;4;;;True
KryptCrawler;4.82€;-27%;CrazyBunch;Headup Games;['Un solo jugador', 'Acción', 'Aventura'];5 junio 2018;;0;En stock;Descarga digital;False
Kromaia;3.37€;-81%;Kraken Empire;Kraken Empire;['Un solo jugador', 'Acción', 'Indies'];23 octubre 2014;;0;En stock;Descarga digital;False
Lords of the Fallen 2014;3.13€;-84%;CI Games;CI Games;['Un solo jugador', 'Acción', 'RPG', '\nGeForce Now\n'];28 octubre 2014;8;148;En stock;Descarga digital;False
Kingdom Tales 2;4.96€;-49%;Cateia Games;Cateia Games;['Un solo jugador', 'Indies', 'Estrategia'];7 agosto 2014;;0;Fuera de stock;;False
Kingdom Tales;1.00€;-90%;Cateia Games;Cateia Games;['Un solo jugador', 'Indies', 'Estrategia'];13 febrero 2014;;0;Fuera de stock;;False
Epitasis;;;Epitasis Games;Epitasis Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];1 mayo 2019;;0;;;False
King Arthur - The Role-playing Wargame;3.40€;-32%;NeocoreGames;Paradox Interactive;['Un solo jugador', 'RPG', 'Estrategia'];24 noviembre 2009;5;1;En stock;Descarga digital;False
Dark Souls 2: Season Pass;8.42€;-66%;FromSoftware, Inc;BANDAI NAMCO Entertainement;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];23 julio 2014;10;7;Fuera de stock;;False
F1 2019 Legends Edition;12.82€;-68%;;;['Carreras', 'Simulación', 'Deporte', 'Arcade', 'VR', 'Un solo jugador'];27 junio 2019;9;78;Fuera de stock;;False
Karaski: What Goes Up...;2.88€;-76%;Unbound Creations;Unbound Creations;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];2 marzo 2016;;0;En stock;Descarga digital;False
Kaptain Brawe: A Brawe New World;3.50€;-76%;Cateia Games;Cateia Games;['Un solo jugador', 'Aventura', 'Indies'];20 enero 2011;;0;En stock;Descarga digital;False
Kairo;2.53€;-49%;Locked Door Puzzle;Lupus Studios Limited;['Un solo jugador', 'Aventura', 'Indies'];24 abril 2013;;0;Fuera de stock;;False
Jump Stars;2.26€;-77%;Jamit Games;CDP;['Acción', 'Indies'];9 junio 2017;;0;En stock;Descarga digital;False
Journey of a Roach;1.32€;-81%;Koboldgames;Daedalic Entertainment;['Un solo jugador', 'Aventura', 'Indies'];4 noviembre 2013;;0;En stock;Descarga digital;False
Jolly Rover;2.26€;-77%;Brawsome;Brawsome;['Un solo jugador', 'Aventura', 'Indies'];7 junio 2010;;0;Fuera de stock;;False
Isbarah;4.40€;-69%;Leikir Studio;Leikir Studio;['Un solo jugador', 'Acción', 'Indies'];25 febrero 2015;;0;En stock;Descarga digital;False
Ionball 2: Ionstorm;1.45€;-64%;Ironsun Studios;KISS ltd;['Un solo jugador', 'Acción'];6 junio 2014;;0;En stock;Descarga digital;False
Invisigun Heroes;3.88€;-22%;Sombr Studio;Sombr Studio;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];8 febrero 2017;;0;Fuera de stock;;False
Inner Voices;4.66€;-53%;Sigma Games;No Gravity Games;['Un solo jugador', 'Aventura', 'Indies'];10 mayo 2017;;0;En stock;Descarga digital;False
Inmates;2.33€;-76%;Davit Andreasyan;Iceberg Interactive;['Un solo jugador', 'Aventura', 'Indies'];5 octubre 2017;;0;Fuera de stock;;False
In Vitra;2.00€;-60%;bumblebee.;familyplay;['Un solo jugador', 'Aventura', 'RPG'];24 marzo 2017;;0;En stock;Descarga digital;False
IBomber Defense Pacific;2.65€;-55%;Cobra Mobile;Cobra Mobile;['Un solo jugador', 'Indies', 'Estrategia'];1 marzo 2012;;0;En stock;Descarga digital;False
IHF Handball Challenge 12;2.19€;-27%;Neutron Games;Libredia;['Un solo jugador', 'Deporte'];28 noviembre 2011;;0;Fuera de stock;;False
iBomber Defense;3.88€;-34%;Cobra Mobile;Cobra Mobile;['Un solo jugador', 'Indies', 'Estrategia'];26 mayo 2011;;0;En stock;Descarga digital;False
Pineview Drive - Homeless;5.90€;-61%;VIS-Games;SilentFuture;['Un solo jugador', 'Acción', 'Aventura'];5 abril 2019;;0;Fuera de stock;;False
iBomber Attack;5.20€;-13%;Cobra Mobile;Cobra Mobile;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];1 noviembre 2012;;0;En stock;Descarga digital;False
I Am Vegend - Zombiegeddon;1.00€;-50%;Appmania/i-Free;Libredia;['Un solo jugador'];10 enero 2013;10;1;En stock;Descarga digital;False
Hyper Bounce Blast;1.00€;-80%;Flump Studios;Funbox Media Ltd;['Un solo jugador', 'Acción', 'Indies'];27 mayo 2016;;0;En stock;Descarga digital;False
9 Monkeys of Shaolin;3.99€;-80%;Sobaka Studio;ESDigital Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];16 octubre 2020;9;3;Fuera de stock;;False
Tennis World Tour Roland Garros Edition;10.99€;-63%;;;['Deporte', 'Un solo jugador'];23 mayo 2019;3;23;Fuera de stock;;False
HTR+ Slot Car Simulation;1.42€;-80%;QUByte Interactive;Libredia Entertainment;['Un solo jugador', 'Carreras'];29 mayo 2014;;0;Fuera de stock;;False
Hotel Collector's Edition;6.09€;-38%;Cateia Games;Libredia Entertainment;['Un solo jugador', 'Aventura', 'Indies'];1 junio 2010;;0;En stock;Descarga digital;False
Euro Truck Simulator 2 Complete Edition;30.44€;-39%;SCS Software;SCS Software;['Un solo jugador', 'Indies', 'Simulación'];18 octubre 2012;10;681;Fuera de stock;;False
Horizon Shift;1.77€;-65%;Flump Studios;Funbox Media Ltd;['Un solo jugador', 'Acción', 'Indies'];29 mayo 2015;;0;En stock;Descarga digital;False
Horizon;2.93€;-90%;L3O Interactive;L3O Interactive;['Un solo jugador', 'Indies', 'Estrategia'];6 febrero 2014;;0;Fuera de stock;;False
Disc Jam;11.98€;-20%;High Horse Entertainment;High Horse Entertainment;['Un solo jugador', 'Acción', 'Indies', 'Deporte'];7 marzo 2017;;0;Fuera de stock;;False
Foundation;;;Polymorph Games;Polymorph Games;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia', 'Early Access', '\nGeForce Now\n'];1 abril 2019;10;2;Fuera de stock;;False
Haxor;2.36€;-66%;Climou;No Gravity Games;['Un solo jugador', 'Acción', 'Indies'];12 abril 2019;;0;En stock;Descarga digital;False
Holy Avatar vs Maiden of The Dead;1.00€;-90%;Silent Dreams;Headup;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia'];20 febrero 2014;;0;En stock;Descarga digital;False
Outlaws of The Old West;1.01€;-94%;Virtual Basement LLC;Wandering Wizard;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Estrategia', 'Early Access'];12 marzo 2019;10;1;Fuera de stock;;False
Injustice 2 - Fighter Pack 2;12.35€;-38%;QLOC;WB Games;['Un solo jugador', 'Acción', '\nDLC\n'];14 noviembre 2017;;0;En stock;Descarga digital;False
Injustice 2 - Fighter Pack 1;8.12€;-59%;QLOC;WB Games;['Un solo jugador', 'Acción', '\nDLC\n'];14 noviembre 2017;;0;En stock;Descarga digital;False
European Ship Simulator;8.55€;-57%;Excalibur;Excalibur Games;['Un solo jugador', 'Simulación'];4 noviembre 2016;0;1;Fuera de stock;;False
Rescue HQ - The Tycoon;6.99€;-65%;stillalive studios;Aerosoft GmbH;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia'];28 mayo 2019;9;5;Fuera de stock;;False
Tekken 7 Ultimate Edition;15.59€;-61%;BANDAI NAMCO Studios Inc.;BANDAI NAMCO Entertainment;['Un solo jugador', 'Acción', 'Deporte'];1 junio 2017;10;151;Fuera de stock;;False
Death Mark;33.69€;-20%;Experience;Aksys Games;['Un solo jugador', 'Aventura'];4 abril 2019;9;1;En stock;Descarga digital;False
Dead by Daylight: Headcase;2.55€;-15%;Behaviour Digital Inc.;Behaviour Digital Inc.;['PvP online', 'Acción', '\nDLC\n'];8 junio 2017;10;4;Fuera de stock;;False
Fear The Wolves;1.99€;-60%;Vostok Games;Focus Entertainment;['PvP online', 'Acción', 'Aventura', '\nGeForce Now\n'];6 febrero 2019;7;1;Fuera de stock;;False
PixARK;21.70€;-36%;Snail Games USA;Snail Games USA;['Un solo jugador', 'Acción', 'Aventura', 'RPG', 'Estrategia', '\nGeForce Now\n'];31 mayo 2019;9;6;Fuera de stock;;False
Dead by Daylight: The Bloodstained Sack;2.59€;-13%;Behaviour Digital Inc.;Behaviour Digital Inc.;['PvP online', 'Acción', '\nDLC\n'];17 noviembre 2016;;0;Fuera de stock;;False
Dead by Daylight: Charity Case;2.99€;-40%;Behaviour Interactive Inc.;Behaviour Interactive Inc.;['PvP online', 'Acción', '\nDLC\n'];10 agosto 2017;10;1;Fuera de stock;;False
Darwin's Test;4.99€;-50%;Wolfalone Studio;Wolfalone Studio;['Acción', 'Aventura', 'Cooperación', 'Indies'];7 diciembre 2018;;0;Fuera de stock;;False
F1 2019;13.23€;-56%;;;['Carreras', 'Simulación', 'Deporte', 'Arcade', 'VR', 'Un solo jugador'];27 junio 2019;9;78;Fuera de stock;;False
Call of Duty: Black Ops III Zombies Chronicles Edition;50.00€;-17%;Aspyr (Mac);Aspyr (Mac);['Un solo jugador', 'Acción', 'Aventura'];6 noviembre 2015;9;465;Fuera de stock;;False
Dawn of Man;10.10€;-52%;Madruga Works;Madruga Works;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia', '\nGeForce Now\n'];1 marzo 2019;;0;Fuera de stock;;False
Pummel Party;11.23€;-10%;Rebuilt Games;Rebuilt Games;['Un solo jugador', 'Acción', 'Indies'];20 septiembre 2018;6;2;Fuera de stock;;False
Niffelheim;1.26€;-94%;Ellada Games;Ellada Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación'];26 septiembre 2018;8;1;Fuera de stock;;False
Heroes of Legionwood;1.61€;-77%;Dark Gaia Studios;Komodo;['Un solo jugador', 'Indies', 'RPG'];24 julio 2015;;0;En stock;Descarga digital;False
Die Young;6.87€;-30%;IndieGala;IndieGala;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Simulación'];12 septiembre 2019;9;2;En stock;Descarga digital;False
Heckabomb;1.06€;-79%;Allicorn Games;KISS ltd;['Un solo jugador', 'Acción', 'Indies'];27 febrero 2015;;0;En stock;Descarga digital;False
Heavy Fire: Afghanistan;1.99€;-20%;Teyon;Mastiff;['Un solo jugador', 'Acción'];15 agosto 2014;;0;Fuera de stock;;False
HeartZ Co-Hope Puzzles;7.48€;-25%;Upper Byte;Spawn Digital;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];8 junio 2016;;0;En stock;Descarga digital;False
Hearts of Iron 2 Complete Edition;2.61€;-83%;Paradox Development Studio;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nGeForce Now\n'];6 enero 2006;2;1;Fuera de stock;;False
Heart&Slash;8.81€;-41%;AHEARTFULOFGAMES;AHEARTFULOFGAMES;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];9 agosto 2016;;0;Fuera de stock;;False
Haunted House;4.99€;-17%;ImagineEngline;Atari;['Un solo jugador', 'Aventura'];29 septiembre 2010;;0;En stock;Descarga digital;False
Gurumin: A Monstrous Adventure;5.80€;-27%;Mastiff;Mastiff;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];30 marzo 2015;;0;En stock;Descarga digital;False
Vampire: The Masquerade - Bloodlines 2;36.93€;-38%;Paradox Interactive;Paradox Interactive;['Un solo jugador', 'Acción', 'RPG'];2023;;;;;False
Railway Empire - The Great Lakes;3.92€;-51%;Gaming Minds Studios;Kalypso Media;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];17 agosto 2018;;0;En stock;Descarga digital;False
PlataGO! Super Plateform Game Maker;2.76€;-86%;Super Icon Ltd;PQube;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];13 junio 2019;;0;En stock;Descarga digital;False
InnerSpace;6.82€;-66%;PolyKnight Games;Aspyr;['Un solo jugador', 'Aventura', 'Indies'];16 enero 2018;10;1;En stock;Descarga digital;False
Max Payne 3: Rockstar Pass;1.73€;-88%;Rockstar Studios;Rockstar Games;['Un solo jugador', 'Acción', '\nDLC\n'];31 mayo 2012;9;6;En stock;Descarga digital;False
Power Rangers: Battle for the Grid;9.63€;-43%;nWay, INC;nWay, INC;['Un solo jugador', 'Acción'];24 septiembre 2019;;0;Fuera de stock;;False
Vacation Simulator;;;Owlchemy Labs;Owlchemy Labs;['Un solo jugador', 'Acción', 'Aventura', 'Simulación'];9 abril 2019;;0;Fuera de stock;;False
Zanki Zero: Last Beginning;;;Spike Chunsoft Co., Ltd.;Spike Chunsoft Co., Ltd.;['Un solo jugador', 'RPG'];10 abril 2019;;0;;;False
Dance of Death: Du Lac & Fey;12.48€;-22%;Tea Clipper Games Ltd;Salix Games Ltd;['Un solo jugador', 'Aventura', 'Indies'];5 abril 2019;;0;Fuera de stock;;False
Guilty Gear Xrd -Revelator- Deluxe Edition;9.21€;-78%;Arc System Works;Arc System Works;['Un solo jugador', 'Acción'];14 diciembre 2016;10;3;Fuera de stock;;False
GTR 2 FIA GT Racing Game;1.00€;-83%;SimBin Studios AB;SimBin;['Un solo jugador', 'Carreras', 'Simulación', 'Deporte'];10 septiembre 2006;10;1;Fuera de stock;;False
Xenon Racer;9.99€;-33%;3DClouds;3DClouds;['Un solo jugador', 'Acción', 'Indies', 'Carreras', 'Deporte'];26 marzo 2019;;0;Fuera de stock;;False
Gryphon Knight Epic;1.00€;-90%;Cyber Rhino Studios;Cyber Rhino Studios;['Un solo jugador', 'Acción', 'Indies'];20 agosto 2015;;0;Fuera de stock;;False
Grotesque Tactics: Evil Heroes;1.00€;-90%;Silent Dreams;Headup;['Un solo jugador', 'Indies', 'RPG', 'Estrategia'];15 octubre 2010;;0;En stock;Descarga digital;False
XCOM: Enemy Unknown - Elite Soldier Pack;3.49€;-22%;Feral Interactive (Linux);Feral Interactive (Linux);['Un solo jugador', 'Estrategia', '\nDLC\n'];23 octubre 2012;;0;En stock;Descarga digital;False
RollerCoaster Tycoon Classic;4.42€;-78%;Origin8 Technologies Ltd.;Atari;['Un solo jugador', 'Simulación', 'Estrategia'];28 septiembre 2017;10;1;Fuera de stock;;False
Moto Racer 4 Season Pass;4.53€;-70%;Artefacts Studio;Microids;['Un solo jugador', 'Carreras', '\nDLC\n'];3 noviembre 2016;;0;En stock;Descarga digital;False
Grotesque Tactics 2: Dungeons and Donuts;1.00€;-90%;Silent Dreams;Headup;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia'];21 noviembre 2011;;0;Fuera de stock;;False
Green Game: TimeSwapper;1.00€;-67%;iFun4all S.A.;iFun4all S.A.;['Un solo jugador', 'Acción', 'Indies'];4 abril 2016;;0;Fuera de stock;;False
Greed: Black Border;2.65€;-47%;ClockStone;Headup Games;['Un solo jugador', 'Acción', 'RPG'];13 enero 2010;;0;En stock;Descarga digital;False
GRAVEN The Purple Moon Prophecy;1.92€;-71%;Orchid Games;Orchid Games;['Un solo jugador', 'Aventura', 'Indies'];29 septiembre 2016;;0;En stock;Descarga digital;False
Grand Class Melee 2;2.94€;-34%;Ogopogoid Entertainment;Ogopogoid Entertainment;['Un solo jugador', 'Acción', 'Indies', 'RPG', 'Estrategia'];20 julio 2018;;0;En stock;Descarga digital;False
Gotcha Racing 2nd;3.86€;-61%;Arc System Works;Arc System Works;['Un solo jugador', 'Carreras'];18 julio 2018;;0;En stock;Descarga digital;False
Goo Saga HD;1.19€;-76%;Toka Loka Games;Toka Loka Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];26 septiembre 2016;;0;Fuera de stock;;False
Ghost Cleaner;1.49€;-75%;LookAtMyGame;LookAtMyGame;['Un solo jugador', 'Indies'];5 noviembre 2015;;0;En stock;Descarga digital;False
Gas Guzzlers Extreme: Full Metal Frenzy;1.06€;-79%;Gamepires;Iceberg Interactive;['Un solo jugador', 'Acción', 'Carreras', 'Deporte', '\nDLC\n'];12 mayo 2014;;0;Fuera de stock;;False
Windjammers 2;;;Dotemu;Dotemu;['Un solo jugador', 'Indies', 'Deporte', 'Estrategia'];20 enero 2022;;0;Fuera de stock;;False
Galactic Civilizations III: Crusade;2.97€;-50%;Stardock Entertainment;Stardock Entertainment;['Un solo jugador', 'Indies', 'Estrategia', '\nDLC\n'];4 mayo 2017;;0;Fuera de stock;;False
Rapture Rejects;1.00€;-94%;Explosm Games;tinyBuild;['PvP online', 'Acción', 'Indies', 'Early Access'];29 octubre 2018;1;3;Fuera de stock;;False
Immortal Redneck;3.60€;-82%;Crema;Crema;['Un solo jugador', 'Acción', 'Indies'];25 abril 2017;7;3;Fuera de stock;;False
Tower Unite;15.99€;-5%;PixelTail Games;PixelTail Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Carreras', 'Early Access', '\nGeForce Now\n'];8 abril 2016;10;4;Fuera de stock;;False
Space Junkies;7.12€;-64%;Ubisoft Montpellier;Ubisoft®;['PvP online', 'Acción', 'Deporte'];26 marzo 2019;9;1;En stock;Descarga digital;False
Fate/EXTELLA LINK;20.89€;-58%;Marvelous Inc.;Marvelous;['Un solo jugador', 'Acción'];19 marzo 2019;;0;Fuera de stock;;False
